Code,CompanyName,MarketCodeName,Sector,SubSector
3291,飯田グループホールディングス,プライム,住宅,住宅
4204,積水化学工業,プライム,住宅,住宅
5393,ニチアス,プライム,住宅,住宅
2353,日本駐車場開発,プライム,住宅,不動産運用
7148,ＦＰＧ,プライム,住宅,不動産運用
8934,サンフロンティア不動産,プライム,住宅,不動産運用
9678,カナモト,プライム,住宅,不動産運用
8897,ＭＩＲＡＲＴＨホールディングス,プライム,住宅,不動産運用
8923,トーセイ,プライム,住宅,不動産運用
6301,小松製作所,プライム,重工・精密機械,重機・建機
6305,日立建機,プライム,重工・精密機械,重機・建機
6326,クボタ,プライム,重工・精密機械,重機・建機
6395,タダノ,プライム,重工・精密機械,重機・建機
1963,日揮ホールディングス,プライム,重工・精密機械,重工
6269,三井海洋開発,プライム,重工・精密機械,重工
7003,三井Ｅ＆Ｓ,プライム,重工・精密機械,重工
7013,ＩＨＩ,プライム,重工・精密機械,重工
7011,三菱重工業,プライム,重工・精密機械,重工
7936,アシックス,プライム,重工・精密機械,重工
7012,川崎重工業,プライム,重工・精密機械,重工
7224,新明和工業,プライム,重工・精密機械,重工
6501,日立製作所,プライム,重工・精密機械,重電
6752,パナソニック　ホールディングス,プライム,重工・精密機械,重電
6503,三菱電機,プライム,重工・精密機械,重電
6504,富士電機,プライム,重工・精密機械,重電
6508,明電舎,プライム,重工・精密機械,重電
6632,ＪＶＣケンウッド,プライム,重工・精密機械,電装・駆動部品
6952,カシオ計算機,プライム,重工・精密機械,精密機械
6361,荏原製作所,プライム,重工・精密機械,精密機械
5851,リョービ,プライム,重工・精密機械,精密機械
3105,日清紡ホールディングス,プライム,重工・精密機械,精密機械
6471,日本精工,プライム,重工・精密機械,精密機械
7762,シチズン時計,プライム,重工・精密機械,精密機械
8050,セイコーグループ,プライム,重工・精密機械,精密機械
5333,日本碍子,プライム,重工・精密機械,精密機械
6674,ジーエス・ユアサ　コーポレーション,プライム,重工・精密機械,精密機械
6473,ジェイテクト,プライム,重工・精密機械,精密機械
7732,トプコン,プライム,重工・精密機械,精密機械
6486,イーグル工業,プライム,重工・精密機械,精密機械
7240,ＮＯＫ,プライム,重工・精密機械,精密機械
5801,古河電気工業,プライム,重工・精密機械,精密機械
6753,シャープ,プライム,重工・精密機械,精密機械
5803,フジクラ,プライム,重工・精密機械,精密機械
7242,カヤバ,プライム,重工・精密機械,精密機械
6371,椿本チエイン,プライム,重工・精密機械,精密機械
6472,ＮＴＮ,プライム,重工・精密機械,精密機械
6136,オーエスジー,プライム,重工・精密機械,精密機械
6222,島精機製作所,プライム,重工・精密機械,精密機械
6250,やまびこ,プライム,重工・精密機械,精密機械
6406,フジテック,プライム,重工・精密機械,精密機械
6474,不二越,プライム,重工・精密機械,精密機械
7718,スター精密,プライム,重工・精密機械,精密機械
5451,淀川製鋼所,プライム,商社（化学・工業）,化学商社
6498,キッツ,プライム,商社（化学・工業）,化学商社
8012,長瀬産業,プライム,商社（化学・工業）,化学商社
8098,稲畑産業,プライム,商社（化学・工業）,化学商社
6013,タクマ,プライム,商社（化学・工業）,設備商社
7226,極東開発工業,プライム,商社（化学・工業）,設備商社
8051,山善,プライム,商社（化学・工業）,設備商社
8074,ユアサ商事,プライム,商社（化学・工業）,設備商社
7164,全国保証,プライム,証券・リース,クレジット2
8439,東京センチュリー,プライム,証券・リース,クレジット2
8591,オリックス,プライム,証券・リース,クレジット2
8593,三菱ＨＣキャピタル,プライム,証券・リース,クレジット2
8424,芙蓉総合リース,プライム,証券・リース,リース
8425,みずほリース,プライム,証券・リース,リース
8566,リコーリース,プライム,証券・リース,リース
8595,ジャフコ　グループ,プライム,証券・リース,証券
8601,大和証券グループ本社,プライム,証券・リース,証券
8604,野村ホールディングス,プライム,証券・リース,証券
8697,日本取引所グループ,プライム,証券・リース,証券
8473,ＳＢＩホールディングス,プライム,証券・リース,証券
9672,東京都競馬,プライム,証券・リース,証券
8628,松井証券,プライム,証券・リース,証券
8698,マネックスグループ,プライム,証券・リース,証券
8511,日本証券金融,プライム,証券・リース,証券（中堅）
8609,岡三証券グループ,プライム,証券・リース,証券（中堅）
8616,東海東京フィナンシャル・ホールディングス,プライム,証券・リース,証券（中堅）
8613,丸三証券,プライム,証券・リース,証券（中堅）
8706,極東証券,プライム,証券・リース,証券（中堅）
2002,日清製粉グループ本社,プライム,食品1・電話,基幹食品
2282,日本ハム,プライム,食品1・電話,基幹食品
2871,ニチレイ,プライム,食品1・電話,基幹食品
2531,宝ホールディングス,プライム,食品1・電話,基幹食品
2801,キッコーマン,プライム,食品1・電話,基幹食品
2501,サッポロホールディングス,プライム,食品1・電話,酒・たばこ
2502,アサヒグループホールディングス,プライム,食品1・電話,酒・たばこ
2503,キリンホールディングス,プライム,食品1・電話,酒・たばこ
2914,日本たばこ産業,プライム,食品1・電話,酒・たばこ
8079,正栄食品工業,プライム,食品1・電話,食品1
2201,森永製菓,プライム,食品1・電話,食品1
2206,江崎グリコ,プライム,食品1・電話,食品1
2229,カルビー,プライム,食品1・電話,食品1
2267,ヤクルト本社,プライム,食品1・電話,食品1
2269,明治ホールディングス,プライム,食品1・電話,食品1
8060,キヤノンマーケティングジャパン,プライム,食品1・電話,食品1
1332,ニッスイ,プライム,食品1・電話,食品1
1333,マルハニチロ,プライム,食品1・電話,食品1
2212,山崎製パン,プライム,食品1・電話,食品1
2802,味の素,プライム,食品1・電話,食品1
2809,キユーピー,プライム,食品1・電話,食品1
2810,ハウス食品グループ本社,プライム,食品1・電話,食品1
2815,アリアケジャパン,プライム,食品1・電話,食品1
2001,ニップン,プライム,食品1・電話,食品1
2918,わらべや日洋ホールディングス,プライム,食品1・電話,食品1
7864,フジシールインターナショナル,プライム,食品1・電話,食品1
9787,イオンディライト,プライム,食品1・電話,食品1
9432,日本電信電話,プライム,食品1・電話,電話キャリア
9433,ＫＤＤＩ,プライム,食品1・電話,電話キャリア
6005,三浦工業,プライム,食品2・生活インフラ,環境・建材
6845,アズビル,プライム,食品2・生活インフラ,環境・建材
4665,ダスキン,プライム,食品2・生活インフラ,食品・生活インフラ
5463,丸一鋼管,プライム,食品2・生活インフラ,食品・生活インフラ
7451,三菱食品,スタンダード,食品2・生活インフラ,食品・生活インフラ
7734,理研計器,プライム,食品2・生活インフラ,食品・生活インフラ
9869,加藤産業,プライム,食品2・生活インフラ,食品・生活インフラ
2579,コカ・コーラ　ボトラーズジャパンホールディングス,プライム,食品2・生活インフラ,食品・生活インフラ
2593,伊藤園,プライム,食品2・生活インフラ,食品・生活インフラ
2220,亀田製菓,プライム,食品2・生活インフラ,食品・生活インフラ
5947,リンナイ,プライム,食品2・生活インフラ,食品・生活インフラ
1377,サカタのタネ,プライム,食品2・生活インフラ,食品・生活インフラ
2602,日清オイリオグループ,プライム,食品2・生活インフラ,食品・生活インフラ
2811,カゴメ,プライム,食品2・生活インフラ,食品・生活インフラ
3593,ホギメディカル,プライム,食品2・生活インフラ,食品・生活インフラ
2281,プリマハム,プライム,食品2・生活インフラ,食品・生活インフラ
7947,エフピコ,プライム,食品2・生活インフラ,食品・生活インフラ
2292,Ｓ　Ｆｏｏｄｓ,プライム,食品2・生活インフラ,食品・生活インフラ
2590,ダイドーグループホールディングス,プライム,食品2・生活インフラ,食品・生活インフラ
2607,不二製油,プライム,食品2・生活インフラ,食品・生活インフラ
2910,ロック・フィールド,プライム,食品2・生活インフラ,食品・生活インフラ
9830,トラスコ中山,プライム,食品2・生活インフラ,食品・生活インフラ
3167,ＴＯＫＡＩホールディングス,プライム,食品2・生活インフラ,食品・生活インフラ
7817,パラマウントベッドホールディングス,プライム,食品2・生活インフラ,食品・生活インフラ
7453,良品計画,プライム,食品スーパー,食品スーパー
2791,大黒天物産,プライム,食品スーパー,食品スーパー
8278,フジ,プライム,食品スーパー,食品スーパー
5192,三ツ星ベルト,プライム,食品スーパー,食品スーパー
8057,内田洋行,プライム,食品スーパー,食品スーパー
8097,三愛オブリ,プライム,食品スーパー,食品スーパー
8173,上新電機,プライム,食品スーパー,食品スーパー
9997,ベルーナ,プライム,食品スーパー,食品スーパー
8276,平和堂,プライム,食品スーパー,食品スーパー
8279,ヤオコー,プライム,食品スーパー,食品スーパー
8194,ライフコーポレーション,プライム,食品スーパー,食品スーパー
9974,ベルク,プライム,食品スーパー,食品スーパー
2659,サンエー,プライム,食品スーパー,食品スーパー
8273,イズミ,プライム,食品スーパー,食品スーパー
9948,アークス,プライム,食品スーパー,食品スーパー
9956,バローホールディングス,プライム,食品スーパー,食品スーパー
2168,パソナグループ,プライム,人材サービス,人材サービス
2181,パーソルホールディングス,プライム,人材サービス,人材サービス
8876,リログループ,プライム,人材サービス,人材サービス
9716,乃村工藝社,プライム,人材サービス,展示
9743,丹青社,プライム,人材サービス,展示
1514,住石ホールディングス,スタンダード,石炭・耐火物,石炭
1518,三井松島ホールディングス,プライム,石炭・耐火物,石炭
5351,品川リフラクトリーズ,プライム,石炭・耐火物,耐火物
5352,黒崎播磨,プライム,石炭・耐火物,耐火物
7721,東京計器,プライム,石炭・耐火物,耐火物
5019,出光興産,プライム,石油,石油卸
5020,ＥＮＥＯＳホールディングス,プライム,石油,石油卸
5021,コスモエネルギーホールディングス,プライム,石油,石油卸
8133,伊藤忠エネクス,プライム,石油,石油卸
1605,ＩＮＰＥＸ,プライム,石油,石油開発
1662,石油資源開発,プライム,石油,石油開発
4021,日産化学,プライム,倉庫・印刷,その他
6841,横河電機,プライム,倉庫・印刷,その他
4272,日本化薬,プライム,倉庫・印刷,その他
5901,東洋製罐グループホールディングス,プライム,倉庫・印刷,その他
7911,ＴＯＰＰＡＮホールディングス,プライム,倉庫・印刷,印刷
7912,大日本印刷,プライム,倉庫・印刷,印刷
9301,三菱倉庫,プライム,倉庫・印刷,倉庫
9364,上組,プライム,倉庫・印刷,倉庫
9983,ファーストリテイリング,プライム,倉庫・印刷,倉庫
9302,三井倉庫ホールディングス,プライム,倉庫・印刷,倉庫
9303,住友倉庫,プライム,倉庫・印刷,倉庫
4919,ミルボン,プライム,大手小売・衛生,化粧・衛生
4928,ノエビアホールディングス,プライム,大手小売・衛生,化粧・衛生
7956,ピジョン,プライム,大手小売・衛生,化粧・衛生
2733,あらた,プライム,大手小売・衛生,化粧・衛生
4527,ロート製薬,プライム,大手小売・衛生,化粧・衛生
8283,ＰＡＬＴＡＣ,プライム,大手小売・衛生,化粧・衛生
4912,ライオン,プライム,大手小売・衛生,化粧・衛生
4967,小林製薬,プライム,大手小売・衛生,化粧・衛生
7730,マニー,プライム,大手小売・衛生,化粧・衛生
4452,花王,プライム,大手小売・衛生,化粧・衛生
4917,マンダム,プライム,大手小売・衛生,化粧・衛生
8113,ユニ・チャーム,プライム,大手小売・衛生,化粧・衛生
4911,資生堂,プライム,大手小売・衛生,化粧・衛生
4922,コーセー,プライム,大手小売・衛生,化粧・衛生
4927,ポーラ・オルビスホールディングス,プライム,大手小売・衛生,化粧・衛生
2730,エディオン,プライム,大手小売・衛生,家電量販店
3048,ビックカメラ,プライム,大手小売・衛生,家電量販店
7513,コジマ,プライム,大手小売・衛生,家電量販店
8282,ケーズホールディングス,プライム,大手小売・衛生,家電量販店
9831,ヤマダホールディングス,プライム,大手小売・衛生,家電量販店
3382,セブン＆アイ・ホールディングス,プライム,大手小売・衛生,総合スーパー
8267,イオン,プライム,大手小売・衛生,総合スーパー
4996,クミアイ化学工業,プライム,地銀,地銀（小規模）
7972,イトーキ,プライム,地銀,地銀（小規模）
8386,百十四銀行,プライム,地銀,地銀（小規模）
8336,武蔵野銀行,プライム,地銀,地銀（小規模）
8337,千葉興業銀行,プライム,地銀,地銀（小規模）
8368,百五銀行,プライム,地銀,地銀（小規模）
8522,名古屋銀行,プライム,地銀,地銀（小規模）
8600,トモニホールディングス,プライム,地銀,地銀（小規模）
5830,いよぎんホールディングス,プライム,地銀,地銀（中堅）
7180,九州フィナンシャルグループ,プライム,地銀,地銀（中堅）
7337,ひろぎんホールディングス,プライム,地銀,地銀（中堅）
8381,山陰合同銀行,プライム,地銀,地銀（中堅）
8388,阿波銀行,プライム,地銀,地銀（中堅）
5832,ちゅうぎんフィナンシャルグループ,プライム,地銀,地銀（中堅）
8366,滋賀銀行,プライム,地銀,地銀（中堅）
8367,南都銀行,プライム,地銀,地銀（中堅）
8544,京葉銀行,プライム,地銀,地銀（中堅）
8346,東邦銀行,プライム,地銀,地銀（中堅）
8361,大垣共立銀行,プライム,地銀,地銀（中堅）
8334,群馬銀行,プライム,地銀,地銀（中堅）
8714,池田泉州ホールディングス,プライム,地銀,地銀（中堅）
8341,七十七銀行,プライム,地銀,地銀（中堅）
8358,スルガ銀行,プライム,地銀,地銀（中堅）
8377,ほくほくフィナンシャルグループ,プライム,地銀,地銀（中堅）
8524,北洋銀行,プライム,地銀,地銀（中堅）
8359,八十二銀行,プライム,地銀,地銀（中堅）
8418,山口フィナンシャルグループ,プライム,地銀,地銀（中堅）
5831,しずおかフィナンシャルグループ,プライム,地銀,地銀（大手）
5844,京都フィナンシャルグループ,プライム,地銀,地銀（大手）
7974,任天堂,プライム,地銀,地銀（大手）
7186,コンコルディア・フィナンシャルグループ,プライム,地銀,地銀（大手）
8331,千葉銀行,プライム,地銀,地銀（大手）
8354,ふくおかフィナンシャルグループ,プライム,地銀,地銀（大手）
8410,セブン銀行,プライム,地銀,地銀（大手）
4666,パーク２４,プライム,鉄道・映画,JR
9020,東日本旅客鉄道,プライム,鉄道・映画,JR
9021,西日本旅客鉄道,プライム,鉄道・映画,JR
9022,東海旅客鉄道,プライム,鉄道・映画,JR
9601,松竹,プライム,鉄道・映画,映画
9602,東宝,プライム,鉄道・映画,映画
9605,東映,プライム,鉄道・映画,映画
9001,東武鉄道,プライム,鉄道・映画,私鉄1
9008,京王電鉄,プライム,鉄道・映画,私鉄1
4661,オリエンタルランド,プライム,鉄道・映画,私鉄1
9009,京成電鉄,プライム,鉄道・映画,私鉄1
9706,日本空港ビルデング,プライム,鉄道・映画,私鉄1
9005,東急,プライム,鉄道・映画,私鉄1
9006,京浜急行電鉄,プライム,鉄道・映画,私鉄1
9007,小田急電鉄,プライム,鉄道・映画,私鉄1
2384,ＳＢＳホールディングス,プライム,鉄道・映画,私鉄1
9025,鴻池運輸,プライム,鉄道・映画,私鉄1
9003,相鉄ホールディングス,プライム,鉄道・映画,私鉄1
9031,西日本鉄道,プライム,鉄道・映画,私鉄1
9044,南海電気鉄道,プライム,鉄道・映画,私鉄1
6465,ホシザキ,プライム,鉄道・映画,私鉄1
9041,近鉄グループホールディングス,プライム,鉄道・映画,私鉄1
9010,富士急行,プライム,鉄道・映画,私鉄1
9042,阪急阪神ホールディングス,プライム,鉄道・映画,私鉄1
4626,太陽ホールディングス,プライム,電子材料,半導体材料2
7433,伯東,プライム,電子材料,半導体材料2
4634,ａｒｔｉｅｎｃｅ,プライム,電子材料,半導体材料2
4401,ＡＤＥＫＡ,プライム,電子材料,半導体材料2
7966,リンテック,プライム,電子材料,半導体材料2
4633,サカタインクス,プライム,電子材料,汎用化学・工業材料
4045,東亞合成,プライム,電子材料,汎用化学・工業材料
4617,中国塗料,プライム,電子材料,汎用化学・工業材料
3110,日東紡績,プライム,電子材料,汎用化学・工業材料
4041,日本曹達,プライム,電子材料,汎用化学・工業材料
4078,堺化学工業,プライム,電子材料2,インフラ素材・流体制御
4216,旭有機材,プライム,電子材料2,インフラ素材・流体制御
5331,ノリタケ,プライム,電子材料2,インフラ素材・流体制御
6866,日置電機,プライム,電子材料2,インフラ素材・流体制御
6368,オルガノ,プライム,電子材料2,インフラ素材・流体制御
6454,マックス,プライム,電子材料2,インフラ素材・流体制御
6490,ＰＩＬＬＡＲ,プライム,電子材料2,インフラ素材・流体制御
7995,バルカー,プライム,電子材料2,インフラ素材・流体制御
2760,東京エレクトロン　デバイス,プライム,電子材料2,高機能素材・精密機器
4187,大阪有機化学工業,プライム,電子材料2,高機能素材・精密機器
7715,長野計器,プライム,電子材料2,高機能素材・精密機器
7839,ＳＨＯＥＩ,プライム,電子材料2,高機能素材・精密機器
6651,日東工業,プライム,電設工事,電設工事1
9934,因幡電機産業,プライム,電設工事,電設工事1
1979,大氣社,プライム,電設工事,電設工事1
1942,関電工,プライム,電設工事,電設工事1
1959,九電工,プライム,電設工事,電設工事1
1944,きんでん,プライム,電設工事,電設工事1
1949,住友電設,プライム,電設工事,電設工事1
1941,中電工,プライム,電設工事,電設工事2
1961,三機工業,プライム,電設工事,電設工事2
1969,高砂熱学工業,プライム,電設工事,電設工事2
8174,日本瓦斯,プライム,電力・ガス・製紙,ガス
9531,東京瓦斯,プライム,電力・ガス・製紙,ガス
9532,大阪瓦斯,プライム,電力・ガス・製紙,ガス
9533,東邦瓦斯,プライム,電力・ガス・製紙,ガス
9543,静岡ガス,プライム,電力・ガス・製紙,ガス
3861,王子ホールディングス,プライム,電力・ガス・製紙,製紙
3941,レンゴー,プライム,電力・ガス・製紙,製紙
3863,日本製紙,プライム,電力・ガス・製紙,製紙
3865,北越コーポレーション,プライム,電力・ガス・製紙,製紙
3880,大王製紙,プライム,電力・ガス・製紙,製紙
9501,東京電力ホールディングス,プライム,電力・ガス・製紙,電力1
9503,関西電力,プライム,電力・ガス・製紙,電力1
9506,東北電力,プライム,電力・ガス・製紙,電力1
9513,電源開発,プライム,電力・ガス・製紙,電力1
9507,四国電力,プライム,電力・ガス・製紙,電力1
9508,九州電力,プライム,電力・ガス・製紙,電力1
9509,北海道電力,プライム,電力・ガス・製紙,電力1
9502,中部電力,プライム,電力・ガス・製紙,電力2
9504,中国電力,プライム,電力・ガス・製紙,電力2
9505,北陸電力,プライム,電力・ガス・製紙,電力2
9511,沖縄電力,プライム,電力・ガス・製紙,電力2
2875,東洋水産,プライム,乳製品・即席めん,即席めん他
2897,日清食品ホールディングス,プライム,乳製品・即席めん,即席めん他
4985,アース製薬,プライム,乳製品・即席めん,即席めん他
6849,日本光電工業,プライム,乳製品・即席めん,即席めん他
7309,シマノ,プライム,乳製品・即席めん,即席めん他
2264,森永乳業,プライム,乳製品・即席めん,乳製品
2270,雪印メグミルク,プライム,乳製品・即席めん,乳製品
6996,ニチコン,プライム,半導体,電子部品（抵抗）
6999,ＫＯＡ,プライム,半導体,電子部品（抵抗）
3436,ＳＵＭＣＯ,プライム,半導体,半導体
6146,ディスコ,プライム,半導体,半導体
6723,ルネサスエレクトロニクス,プライム,半導体,半導体
4047,関東電化工業,プライム,半導体,半導体
4109,ステラ　ケミファ,プライム,半導体,半導体
6055,ジャパンマテリアル,プライム,半導体,半導体
7613,シークス,プライム,半導体,半導体
6728,アルバック,プライム,半導体,半導体
7735,ＳＣＲＥＥＮホールディングス,プライム,半導体,半導体
8035,東京エレクトロン,プライム,半導体,半導体
6754,アンリツ,プライム,半導体,半導体
6857,アドバンテスト,プライム,半導体,半導体
6875,メガチップス,プライム,半導体,半導体
6920,レーザーテック,プライム,半導体,半導体
6856,堀場製作所,プライム,半導体,半導体素材・計測
7729,東京精密,プライム,半導体,半導体素材・計測
6768,タムラ製作所,プライム,半導体,半導体素材・計測
6804,ホシデン,プライム,半導体,半導体素材・計測
6941,山一電機,プライム,半導体,半導体素材・計測
4975,ＪＣＵ,プライム,半導体,半導体素材・計測
6315,ＴＯＷＡ,プライム,半導体,半導体素材・計測
6727,ワコム,プライム,半導体,半導体素材・計測
6590,芝浦メカトロニクス,プライム,半導体,半導体素材・計測
6800,ヨコオ,プライム,半導体,半導体素材・計測
7745,Ａ＆Ｄホロンホールディングス,プライム,半導体,半導体素材・計測
4901,富士フイルムホールディングス,プライム,半導体材料1,パワー半導体
6925,ウシオ電機,プライム,半導体材料1,パワー半導体
6971,京セラ,プライム,半導体材料1,パワー半導体
6707,サンケン電気,プライム,半導体材料1,パワー半導体
6963,ローム,プライム,半導体材料1,パワー半導体
6594,ニデック,プライム,半導体材料1,パワー半導体
4063,信越化学工業,プライム,半導体材料1,半導体材料1
4186,東京応化工業,プライム,半導体材料1,半導体材料1
5384,フジミインコーポレーテッド,プライム,半導体材料1,半導体材料1
4203,住友ベークライト,プライム,半導体材料1,半導体材料1
6988,日東電工,プライム,半導体材料1,半導体材料1
2433,博報堂ＤＹホールディングス,プライム,百貨店・航空・広告,広告
4324,電通グループ,プライム,百貨店・航空・広告,広告
9201,日本航空,プライム,百貨店・航空・広告,航空
9202,ＡＮＡホールディングス,プライム,百貨店・航空・広告,航空
3086,Ｊ．フロント　リテイリング,プライム,百貨店・航空・広告,百貨店
3099,三越伊勢丹ホールディングス,プライム,百貨店・航空・広告,百貨店
8237,松屋,プライム,百貨店・航空・広告,百貨店
8242,エイチ・ツー・オー　リテイリング,プライム,百貨店・航空・広告,百貨店
8233,高島屋,プライム,百貨店・航空・広告,百貨店
8252,丸井グループ,プライム,百貨店・航空・広告,百貨店
8750,第一生命ホールディングス,プライム,都銀・保険,生保
8795,Ｔ＆Ｄホールディングス,プライム,都銀・保険,生保
8630,ＳＯＭＰＯホールディングス,プライム,都銀・保険,損保
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,プライム,都銀・保険,損保
8766,東京海上ホールディングス,プライム,都銀・保険,損保
8304,あおぞら銀行,プライム,都銀・保険,都銀
8306,三菱ＵＦＪフィナンシャル・グループ,プライム,都銀・保険,都銀
8411,みずほフィナンシャルグループ,プライム,都銀・保険,都銀
8308,りそなホールディングス,プライム,都銀・保険,都銀
8309,三井住友トラストグループ,プライム,都銀・保険,都銀
8316,三井住友フィナンシャルグループ,プライム,都銀・保険,都銀
4704,トレンドマイクロ,プライム,,IT大手他
7733,オリンパス,プライム,,IT大手他
9613,ＮＴＴデータグループ,プライム,,IT大手他
7951,ヤマハ,プライム,,IT大手他
3360,シップヘルスケアホールディングス,プライム,,医薬小規模
4534,持田製薬,プライム,,医薬小規模
4559,ゼリア新薬工業,プライム,,医薬小規模
9987,スズケン,プライム,,医薬品卸
4206,アイカ工業,プライム,,医薬品卸
2784,アルフレッサ　ホールディングス,プライム,,医薬品卸
7459,メディパルホールディングス,プライム,,医薬品卸
8129,東邦ホールディングス,プライム,,医薬品卸
