Date,48Sector,54Sector,Merged
2022-01-04,-0.007458756022036906,-0.0033407638976075526,-0.004713427939084003
2022-01-05,0.01928605180742955,0.01870288345553732,0.018897272906168064
2022-01-06,0.009947652702891841,0.005345298316903455,0.00687941644556625
2022-01-07,-0.007366837387903719,-0.003333646725168814,-0.004678043612747116
2022-01-11,0.0020162621341519916,0.014971650884051859,0.01065318796741857
2022-01-12,0.0075971165833075135,0.0006314722328348904,0.002953353682992431
2022-01-13,0.027016573483548585,0.022854804013753092,0.024242060503684923
2022-01-14,0.006392491367137906,-0.0014093814250884303,0.0011912428389870152
2022-01-17,0.0019892934726945368,0.005184004174080785,0.004119100606952035
2022-01-18,-0.008133415371314009,-0.007172851921289141,-0.007493039737964097
2022-01-19,0.009265557764277578,0.0038101570730823472,0.005628623970147424
2022-01-20,0.003738537142528768,0.00031136514925746194,0.0014537558136812304
2022-01-21,0.0078648884210145,0.004055307941869944,0.005325168101584797
2022-01-24,0.009454040895387492,0.008167703890269506,0.008596482891975501
2022-01-25,-0.02233939165373538,-0.011830929701697886,-0.015333750352377051
2022-01-26,-0.0022690129602528017,-0.0004991154526581237,-0.0010890812885230164
2022-01-27,0.026396839386067954,0.011952343059334807,0.016767175168245857
2022-01-28,-0.00322373500877697,-0.00021175253140527954,-0.0012157466905291763
2022-01-31,-0.0064330505035562376,0.004763714610512634,0.0010314595724896767
2022-02-01,0.01617347324812914,-0.003544106333442325,0.0030284201937481633
2022-02-02,0.0040258206003783836,0.0025631177811239656,0.0030506853875421048
2022-02-03,0.00273338476379172,0.0007414275189876569,0.001405413267255678
2022-02-04,-0.014910116262447827,-0.0050089949611764484,-0.008309368728266908
2022-02-07,0.014088863936763002,-0.004803959066362848,0.0014936486013457685
2022-02-08,-0.0013455811581208426,0.004414134093129183,0.0024942290093791747
2022-02-09,0.004019950370162461,0.005691040896207149,0.00513401072085892
2022-02-10,0.0020815881796427656,0.0045131347864389715,0.003702619250840236
2022-02-14,0.00983355663820941,0.010827566157543645,0.0104962296510989
2022-02-15,-0.010749666814758925,-0.0063189257854229615,-0.007795839461868283
2022-02-16,0.0015598087069967047,0.0018719624427204415,0.0017679111974791958
2022-02-17,0.006787150730486776,-0.0018209033962957417,0.0010484479792984309
2022-02-18,0.012339210605476967,0.009344955355933798,0.010343040439114855
2022-02-21,-0.0008700189845533121,0.002155649843523672,0.0011470935674980105
2022-02-22,0.0004570501701264937,0.0021486968238551415,0.001584814605945592
