Code,CompanyName,Level0,Level1,Level2,Level3,Level4,Level5,Cluster,Subsector,Sector
6674,ジーエス・ユアサ　コーポレーション,63,2,-1,-1,-1,-1,130,ゲーム,IT1
7832,バンダイナムコホールディングス,63,2,-1,-1,-1,-1,130,ゲーム,IT1
9766,コナミグループ,63,2,-1,-1,-1,-1,130,ゲーム,IT1
5101,横浜ゴム,64,-1,-1,-1,-1,-1,131,タイヤ,自動車2
5105,ＴＯＹＯ　ＴＩＲＥ,64,-1,-1,-1,-1,-1,131,タイヤ,自動車2
5108,ブリヂストン,64,-1,-1,-1,-1,-1,131,タイヤ,自動車2
5110,住友ゴム工業,64,-1,-1,-1,-1,-1,131,タイヤ,自動車2
2002,日清製粉グループ本社,65,1,-1,-1,-1,-1,132,食品3,食品3
2282,日本ハム,65,1,-1,-1,-1,-1,132,食品3,食品3
2607,不二製油,65,1,-1,-1,-1,-1,132,食品3,食品3
2871,ニチレイ,65,1,-1,-1,-1,-1,132,食品3,食品3
2531,宝ホールディングス,65,2,1,-1,-1,-1,133,食品3,食品3
2801,キッコーマン,65,2,1,-1,-1,-1,133,食品3,食品3
2802,味の素,65,2,1,-1,-1,-1,133,食品3,食品3
5631,日本製鋼所,65,2,1,-1,-1,-1,133,食品3,食品3
6952,カシオ計算機,65,2,2,-1,-1,-1,134,食品3,食品3
7951,ヤマハ,65,2,2,-1,-1,-1,134,食品3,食品3
2212,山崎製パン,66,-1,-1,-1,-1,-1,135,食品4,食品2
2809,キユーピー,66,-1,-1,-1,-1,-1,135,食品4,食品2
2810,ハウス食品グループ本社,66,-1,-1,-1,-1,-1,135,食品4,食品2
2875,東洋水産,67,-1,-1,-1,-1,-1,136,即席めん,食品2
2897,日清食品ホールディングス,67,-1,-1,-1,-1,-1,136,即席めん,食品2
2579,コカ・コーラ　ボトラーズジャパンホールディングス,68,-1,-1,-1,-1,-1,137,飲料,飲料
2593,伊藤園,68,-1,-1,-1,-1,-1,137,飲料,飲料
2811,カゴメ,68,-1,-1,-1,-1,-1,137,飲料,飲料
5401,日本製鉄,69,-1,-1,-1,-1,-1,138,鉄鋼,鉄鋼
5406,神戸製鋼所,69,-1,-1,-1,-1,-1,138,鉄鋼,鉄鋼
5411,ＪＦＥホールディングス,69,-1,-1,-1,-1,-1,138,鉄鋼,鉄鋼
5444,大和工業,69,-1,-1,-1,-1,-1,138,鉄鋼,鉄鋼
5471,大同特殊鋼,69,-1,-1,-1,-1,-1,138,鉄鋼,鉄鋼
1605,ＩＮＰＥＸ,70,-1,-1,-1,-1,-1,139,石油,石油
5019,出光興産,70,-1,-1,-1,-1,-1,139,石油,石油
5020,ＥＮＥＯＳホールディングス,70,-1,-1,-1,-1,-1,139,石油,石油
5021,コスモエネルギーホールディングス,70,-1,-1,-1,-1,-1,139,石油,石油
3405,クラレ,71,-1,-1,-1,-1,-1,140,化学5,化学1
4631,ＤＩＣ,71,-1,-1,-1,-1,-1,140,化学5,化学1
9201,日本航空,72,-1,-1,-1,-1,-1,141,空運,鉄道・空運
9202,ＡＮＡホールディングス,72,-1,-1,-1,-1,-1,141,空運,鉄道・空運
5232,住友大阪セメント,73,-1,-1,-1,-1,-1,142,セメント,住宅
5233,太平洋セメント,73,-1,-1,-1,-1,-1,142,セメント,住宅
6417,ＳＡＮＫＹＯ,74,-1,-1,-1,-1,-1,143,パチンコ,IT1
6460,セガサミーホールディングス,74,-1,-1,-1,-1,-1,143,パチンコ,IT1
7846,パイロットコーポレーション,75,-1,-1,-1,-1,-1,144,文具,その他
7984,コクヨ,75,-1,-1,-1,-1,-1,144,文具,その他
1808,長谷工コーポレーション,76,1,-1,-1,-1,-1,145,住宅,住宅
1925,大和ハウス工業,76,1,-1,-1,-1,-1,145,住宅,住宅
4204,積水化学工業,76,1,-1,-1,-1,-1,145,住宅,住宅
1911,住友林業,76,2,-1,-1,-1,-1,146,住宅,住宅
1928,積水ハウス,76,2,-1,-1,-1,-1,146,住宅,住宅
5393,ニチアス,76,2,-1,-1,-1,-1,146,住宅,住宅
3349,コスモス薬品,77,-1,-1,-1,-1,-1,147,ドラッグストア,ドラッグストア
9627,アインホールディングス,77,-1,-1,-1,-1,-1,147,ドラッグストア,ドラッグストア
3088,マツキヨココカラ＆カンパニー,77,1,-1,-1,-1,-1,148,ドラッグストア,ドラッグストア
3391,ツルハホールディングス,77,1,-1,-1,-1,-1,148,ドラッグストア,ドラッグストア
9989,サンドラッグ,77,1,-1,-1,-1,-1,148,ドラッグストア,ドラッグストア
3141,ウエルシアホールディングス,77,2,-1,-1,-1,-1,149,ドラッグストア,ドラッグストア
7649,スギホールディングス,77,2,-1,-1,-1,-1,149,ドラッグストア,ドラッグストア
8279,ヤオコー,77,2,-1,-1,-1,-1,149,ドラッグストア,ドラッグストア
3861,王子ホールディングス,78,-1,-1,-1,-1,-1,150,製紙,都銀
3941,レンゴー,78,-1,-1,-1,-1,-1,150,製紙,都銀
1803,清水建設,79,-1,-1,-1,-1,-1,151,建設4,住宅
1860,戸田建設,79,-1,-1,-1,-1,-1,151,建設4,住宅
5076,インフロニア・ホールディングス,79,-1,-1,-1,-1,-1,151,建設4,住宅
1802,大林組,79,1,-1,-1,-1,-1,152,建設4,住宅
5929,三和ホールディングス,79,1,-1,-1,-1,-1,152,建設4,住宅
5938,ＬＩＸＩＬ,79,2,-1,-1,-1,-1,153,建設4,住宅
5947,リンナイ,79,2,-1,-1,-1,-1,153,建設4,住宅
4206,アイカ工業,80,-1,-1,-1,-1,-1,154,建設5,化学1
6370,栗田工業,80,-1,-1,-1,-1,-1,154,建設5,化学1
6395,タダノ,80,-1,-1,-1,-1,-1,154,建設5,化学1
2768,双日,81,1,-1,-1,-1,-1,155,商社,商社
3107,ダイワボウホールディングス,81,1,-1,-1,-1,-1,155,商社,商社
8020,兼松,81,1,-1,-1,-1,-1,155,商社,商社
8058,三菱商事,81,1,-1,-1,-1,-1,155,商社,商社
8088,岩谷産業,81,2,-1,-1,-1,-1,156,商社,商社
8001,伊藤忠商事,81,2,1,-1,-1,-1,157,商社,商社
8002,丸紅,81,2,1,-1,-1,-1,157,商社,商社
8031,三井物産,81,2,2,-1,-1,-1,158,商社,商社
8053,住友商事,81,2,2,-1,-1,-1,158,商社,商社
4203,住友ベークライト,82,-1,-1,-1,-1,-1,159,化学6,化学3
6136,オーエスジー,82,-1,-1,-1,-1,-1,159,化学6,化学3
6465,ホシザキ,82,-1,-1,-1,-1,-1,159,化学6,化学3
4612,日本ペイントホールディングス,83,-1,-1,-1,-1,-1,160,塗料,化学3
4613,関西ペイント,83,-1,-1,-1,-1,-1,160,塗料,化学3
2201,森永製菓,84,-1,-1,-1,-1,-1,161,食品5,食品1
2264,森永乳業,84,-1,-1,-1,-1,-1,161,食品5,食品1
4530,久光製薬,85,-1,-1,-1,-1,-1,162,医薬品2,医薬品
4540,ツムラ,85,-1,-1,-1,-1,-1,162,医薬品2,医薬品
4544,Ｈ．Ｕ．グループホールディングス,85,-1,-1,-1,-1,-1,162,医薬品2,医薬品
4088,エア・ウォーター,86,-1,-1,-1,-1,-1,163,酸素,化学2
4091,日本酸素ホールディングス,86,-1,-1,-1,-1,-1,163,酸素,化学2
5801,古河電気工業,87,-1,-1,-1,-1,-1,164,電線,化学4
5803,フジクラ,87,-1,-1,-1,-1,-1,164,電線,化学4
7936,アシックス,88,-1,-1,-1,-1,-1,165,その他3,外食1
8136,サンリオ,88,-1,-1,-1,-1,-1,165,その他3,外食1
6301,小松製作所,89,-1,-1,-1,-1,-1,166,重機,重機
6305,日立建機,89,-1,-1,-1,-1,-1,166,重機,重機
6326,クボタ,89,-1,-1,-1,-1,-1,166,重機,重機
6701,日本電気,90,-1,-1,-1,-1,-1,167,パソコン,IT2
6702,富士通,90,-1,-1,-1,-1,-1,167,パソコン,IT2
4681,リゾートトラスト,91,-1,-1,-1,-1,-1,168,リゾート,外食1
9616,共立メンテナンス,91,-1,-1,-1,-1,-1,168,リゾート,外食1
6592,マブチモーター,92,-1,-1,-1,-1,-1,169,自動車6,電子部品
6594,ニデック,92,-1,-1,-1,-1,-1,169,自動車6,電子部品
6707,サンケン電気,92,-1,-1,-1,-1,-1,169,自動車6,電子部品
6963,ローム,92,-1,-1,-1,-1,-1,169,自動車6,電子部品
