Date,Target,TargetRank,CumTarget
2022-01-04,0.9926995401723973,56.8,0.9926995401723973
2022-01-05,0.9986445456729279,48.2,0.9913539812851881
2022-01-06,0.9852644820386048,64.2,0.9767458668878597
2022-01-07,1.0029167153755716,37.8,0.9795947565758375
2022-01-11,1.0019485768224858,41.0,0.9815035722139298
2022-01-12,0.9937206575129016,54.4,0.975340375131688
2022-01-13,0.9980053935543735,53.2,0.9733949549327705
2022-01-14,0.9970257094895596,54.4,0.9704997955554034
2022-01-17,1.0058487074008895,30.2,0.9761759648922301
2022-01-18,0.9890626247288817,60.4,0.9654991620335578
2022-01-19,1.0025425163008836,39.4,0.9679539593915176
2022-01-20,1.010423436957975,23.8,0.9780433664654574
2022-01-21,0.9675406797073416,79.0,0.9462967435732452
2022-01-24,1.0138840343123707,23.4,0.9594351600307008
2022-01-25,1.0061479159663456,46.0,0.9653336867697269
2022-01-26,1.0049508470594608,34.8,0.9701129062142693
2022-01-27,0.997511782813012,51.4,0.967699054607708
2022-01-28,1.004520348129326,36.6,0.9720733912189544
2022-01-31,0.9719323390815267,77.0,0.9447895648863504
2022-02-01,1.0075835210231936,34.8,0.9519543964141599
2022-02-02,0.9887310749633209,61.6,0.9412268936826317
2022-02-03,0.992593698119924,74.0,0.934255883170372
2022-02-04,0.9965392748805559,56.0,0.9310226803674959
2022-02-07,1.0001503406671404,45.0,0.9311626509383851
2022-02-08,1.0006330199247218,41.8,0.9317520954495858
2022-02-09,0.9940254483853594,59.0,0.9261852944632728
2022-02-10,1.0033211016697583,39.4,0.9292612499912204
2022-02-14,0.9931821199060284,56.4,0.9229256582128061
2022-02-15,1.0125243294320807,15.8,0.9344846831975833
2022-02-16,1.005700355141088,32.6,0.9398115777657166
2022-02-17,0.9935808704463291,53.0,0.9337788054919987
2022-02-18,0.988472571960757,67.6,0.9230147375071194
2022-02-21,1.017864462040919,21.6,0.9395038992485241
2022-02-22,0.9996724549799434,40.4,0.9391961694250014
2022-02-24,1.00873356409982,24.2,0.9473986993729802
2022-02-25,0.9785379557179997,76.2,0.9270655865343278
2022-02-28,1.0168460749395622,17.2,0.9426830028789743
2022-03-01,0.9865715101697379,65.6,0.930024193761653
2022-03-02,1.00316635602465,39.0,0.9329689814706404
2022-03-03,1.0027905133128134,41.2,0.9355724438338763
2022-03-04,1.0020647843060375,43.0,0.9375041991330656
2022-03-07,1.029789407044301,21.8,0.9654318933267819
2022-03-08,1.012019807125269,22.6,0.9770361984771532
2022-03-09,1.0037643635491325,37.4,0.9807141179288835
2022-03-10,1.0191778792838184,26.0,0.9995221348944601
2022-03-11,1.0055844575287536,38.0,1.0051039238058272
2022-03-14,0.9953994761658498,56.0,1.0004799192485607
2022-03-15,0.9946960633270858,67.2,0.995173437114344
2022-03-16,1.003752976603862,39.2,0.9989082997406191
2022-03-17,1.0062811571131323,26.2,1.0051825997129018
2022-03-18,0.9935461887958085,55.0,0.9986953409886163
2022-03-22,1.0158423727360695,24.6,1.014517044830334
2022-03-23,1.0126153595263612,29.2,1.0273155420964901
2022-03-24,0.9858168651750616,77.4,1.012744987255181
2022-03-25,0.9991866237599226,48.4,1.01192124454529
2022-03-28,0.9967917468256298,57.4,1.0086747450002649
2022-03-29,0.9898391560533933,66.2,0.9984257583234339
2022-03-30,0.99914264896446,49.2,0.9975697569656256
2022-03-31,1.0025156212210589,38.4,1.0000792646157348
2022-04-01,1.0002777465550445,40.0,1.0003570331862532
2022-04-04,1.0000227487528357,45.2,1.0003797900611486
2022-04-05,1.0086653437998303,23.2,1.0090484248724305
2022-04-06,0.9999628962572399,45.0,1.0090109853992415
2022-04-07,1.0136436321998232,23.6,1.0227775601696099
2022-04-08,0.9974852983532724,49.8,1.0202055797548153
2022-04-11,1.0064358791905212,32.4,1.026771499615613
2022-04-12,1.0136578794705982,29.8,1.0407950210012082
2022-04-13,1.0051991050118698,35.8,1.0462062236112248
2022-04-14,1.016377987361477,8.4,1.0633409759190282
2022-04-15,1.006404677534625,33.0,1.070151331979143
2022-04-18,1.001933770385056,38.2,1.0722207589324524
2022-04-19,0.9868414582263776,67.2,1.0581118972854946
2022-04-20,1.0065997913266003,29.2,1.065095215007772
2022-04-21,1.0210844200197478,21.4,1.0875521298820194
2022-04-22,1.0141476401292056,39.0,1.1029384260373412
2022-04-25,0.9839815168905239,62.2,1.0852710254890698
2022-04-26,0.9598924844583104,76.6,1.0417435009673215
2022-04-27,1.0059669609735091,40.2,1.0479595437820002
2022-04-28,0.9852392525964213,63.2,1.0324908776670645
2022-05-02,1.0073262469610198,34.0,1.0400551608218536
2022-05-06,1.00097857600604,44.4,1.0410729338471918
2022-05-09,0.9996557017944009,47.0,1.0407144943041704
2022-05-10,1.0062429720621457,32.0,1.0472116458167815
2022-05-11,0.9901869272623922,68.4,1.0369352817647115
2022-05-12,0.9939927120620932,53.4,1.0307061129541764
2022-05-13,0.9993099504176093,43.4,1.0299948746313647
2022-05-16,0.9854093747220123,65.0,1.0149666053773705
2022-05-17,1.0013363139543134,36.6,1.0163229194152985
2022-05-18,1.0004887038272718,45.8,1.0168196003157608
2022-05-19,1.0098990316374385,29.8,1.0268851297088541
2022-05-20,1.0046982199964873,35.6,1.0317096619593478
2022-05-23,0.9990571999775103,47.0,1.0307369660668497
2022-05-24,1.0180989933168028,19.6,1.0493922675270753
2022-05-25,1.0030150753768845,40.0,1.052556264313589
2022-05-26,0.991621323836268,63.6,1.043737236230798
2022-05-27,1.010658726641436,25.8,1.0548621461172698
2022-05-30,0.9968717854164274,53.4,1.0515623109681271
