,Code,Sector,Sector33CodeName
1108,9928,ITソリューション,
1109,9934,因幡電機産業,
1110,9936,外食2・学習塾,
1111,9946,コンビニ,
1112,9948,スーパー,
1113,9956,スーパー,
1114,9962,センサー・産機,
1115,9974,食品2,
1116,9983,ヘルスケア,
1117,9984,樹脂等,
1118,9987,医薬品卸,
1119,9989,ドラッグストア,
1120,9990,小売2,
1121,9997,ロードサイド,
76,1435,ＴＡＴＥＲＵ,
556,2389,オプトホールディング,
2378,6458,新晃工業,
394,2060,フィード・ワン,
1479,4249,森六ホールディングス,
2224,6184,鎌倉新書,
3335,8125,ワキタ,
557,2461,ファンコミュニケーションズ,
893,3139,ラクト・ジャパン,
1216,3687,フィックスターズ,
2153,5970,ジーテクト,
806,2930,北の達人コーポレーション,
1227,3678,メディアドゥ,
1239,3694,オプティム,
1428,4025,多木化学,
1545,4246,ダイキョーニシカワ,
2378,6240,ヤマシンフィルタ,
2724,6814,古野電気,
3672,8739,スパークス・グループ,
1245,3681,ブイキューブ,
1313,3836,アバントグループ,
1345,3902,メディカル・データ・ビジョン,
1346,3903,ｇｕｍｉ,
1367,3926,オープンドア,
1373,3932,アカツキ,
2321,6035,アイ・アールジャパンホールディングス,
2364,6095,メドピア,
2367,6099,エラン,
2421,6194,アトラエ,
2686,6616,トレックス・セミコンダクター,
2873,6962,大真空,
3020,7198,アルヒ,
481,2124,ジェイエイシーリクルートメント,
490,2146,ＵＴグループ,
495,2154,オープンアップグループ,
497,2157,コシダカホールディングス,
534,2222,寿スピリッツ,
577,2296,伊藤ハム米久ホールディングス,
598,2337,いちご,
655,2471,エスプール,
722,2587,サントリー食品インターナショナル,
810,2752,フジオフードグループ本社,
817,2767,円谷フィールズホールディングス,
967,3038,神戸物産,
973,3046,ジンズホールディングス,
1021,3132,マクニカホールディングス,
1059,3186,ネクステージ,
1063,3191,ジョイフル本田,
1068,3197,すかいらーくホールディングス,
1076,3222,ユナイテッド・スーパーマーケット・ホールディングス,
1111,3288,オープンハウスグループ,
1190,3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,
1206,3465,ケイアイスター不動産,
1247,3539,ＪＭホールディングス,
1251,3543,コメダホールディングス,
1256,3549,クスリのアオキホールディングス,
1267,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,
1328,3679,じげん,
1342,3697,ＳＨＩＦＴ,
1362,3765,ガンホー・オンライン・エンターテイメント,
1427,3901,マークラインズ,
1447,3923,ラクス,
1478,3962,チェンジホールディングス,
1488,3978,マクロミル,
1502,3994,マネーフォワード,
1603,4189,ＫＨネオケム,
1702,4368,扶桑化学工業,
1703,4369,トリケミカル研究所,
1832,4552,ＪＣＲファーマ,
1856,4587,ペプチドリーム,
1912,4686,ジャストシステム,
1943,4755,楽天グループ,
1970,4819,デジタルガレージ,
1985,4849,エン・ジャパン,
2046,4980,デクセリアルズ,
2279,5702,大紀アルミニウム工業所,
2414,6028,テクノプロ・ホールディングス,
2421,6036,ＫｅｅＰｅｒ技研,
2449,6080,Ｍ＆Ａキャピタルパートナーズ,
2456,6088,シグマクシス・ホールディングス,
2465,6098,リクルートホールディングス,
2474,6134,ＦＵＪＩ,
2505,6178,日本郵政,
2509,6183,ベルシステム２４ホールディングス,
2515,6191,エアトリ,
2519,6196,ストライク,
2520,6197,ソラスト,
2523,6200,インソース,
2542,6235,オプトラン,
2545,6238,フリュー,
2554,6254,野村マイクロ・サイエンス,
2557,6258,平田機工,
2561,6266,タツモ,
2575,6289,技研製作所,
2595,6323,ローツェ,
2669,6432,竹内製作所,
2683,6464,ツバキ・ナカシマ,
2728,6532,ベイカレント・コンサルティング,
2737,6544,ジャパンエレベーターサービスホールディングス,
2845,6740,ジャパンディスプレイ,
2873,6787,メイコー,
2885,6810,マクセル,
2920,6871,日本マイクロニクス,
2937,6908,イリソ電子工業,
2949,6929,日本セラミック,
2994,7014,名村造船所,
3094,7167,めぶきフィナンシャルグループ,
3097,7173,東京きらぼしフィナンシャルグループ,
3102,7181,かんぽ生命保険,
3103,7182,ゆうちょ銀行,
3105,7184,富山第一銀行,
3109,7189,西日本フィナンシャルホールディングス,
3114,7199,プレミアグループ,
3237,7419,ノジマ,
3259,7458,第一興商,
3322,7575,日本ライフライン,
3327,7593,ＶＴホールディングス,
3432,7780,メニコン,
3543,7965,象印マホービン,
3672,8167,リテールパートナーズ,
3746,8370,紀陽銀行,
3843,8850,スターツコーポレーション,
3856,8892,日本エスコン,
3867,8919,カチタス,
3922,9024,西武ホールディングス,
3931,9039,サカイ引越センター,
3964,9090,ＡＺ−ＣＯＭ丸和ホールディングス,
3974,9142,九州旅客鉄道,
3975,9143,ＳＧホールディングス,
4047,9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,
4128,9416,ビジョン,
4130,9418,Ｕ−ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,
4134,9424,日本通信,
4172,9517,イーレックス,
4173,9519,レノバ,
4184,9551,メタウォーター,
4226,9663,ナガワ,
4241,9699,ニシオホールディングス,
4346,9936,王将フードサービス,
