Sector,count,mean,std,min,25%,50%,75%,max,SR
コクヨ - サンゲツ,795.0,0.0011191074091523652,0.015234780279506182,-0.13875008291507296,-0.006185352600510674,0.0007337872528736522,0.008033568018377568,0.13082321187584345,0.07345740395467258
東京瓦斯 - 大阪瓦斯,795.0,0.0009289002434666841,0.012671798378516843,-0.0913823934456025,-0.004770031454574775,0.0008197262081477419,0.006686543353078667,0.06977510020881827,0.07330453150529107
芝浦メカトロニクス - ヨコオ,795.0,0.0020272447214523363,0.028643199586728896,-0.0869407801530081,-0.014107278269530399,0.001911754380685915,0.01739575565021112,0.1881326100755959,0.07077577752143337
アイダエンジニアリング - フジテック,795.0,0.0011160397852787974,0.015781632048940668,-0.045930303313323706,-0.009302744533009055,0.0007755671017615207,0.01036790807896798,0.098376378495318,0.07071764072421843
ミルボン - ヤーマン,795.0,0.0013513059000111582,0.019123731881158595,-0.0943305426473856,-0.009077827682647532,0.0013285226827768337,0.010734322730479973,0.09856115107913666,0.07066120297066675
三越伊勢丹ホールディングス - 松屋,795.0,0.00132610292359231,0.018893161670041025,-0.07663218342566158,-0.009560721679265805,0.001773199433623196,0.013076689156218013,0.06933345477193154,0.07018957158955125
アルコニックス - ＥＩＺＯ,795.0,0.0009200347840038853,0.013488425831037506,-0.0783406472620286,-0.0068797068274003,0.00030257706259562145,0.008103741618810001,0.10537522245651831,0.06820920361861958
日精エー・エス・ビー機械 - エスペック,795.0,0.0010701183424229148,0.01569701453359765,-0.05420889419501007,-0.008741421442165165,0.0009566336589936775,0.0107055591755304,0.0629367640459042,0.068173367625573
タクマ - ユアサ商事,795.0,0.0009602471372605084,0.014187861448478514,-0.06187817876523971,-0.0072119480213557186,0.0009978940860526642,0.009010202716776328,0.059259259259259234,0.0676808933289579
京成電鉄 - 日本空港ビルデング,795.0,0.0012041168270109212,0.017838387277799368,-0.07245561486532881,-0.009653692061964536,0.0005387864453193503,0.011242165223103118,0.11905974123032359,0.06750143991489051
東和薬品 - サワイグループホールディングス,795.0,0.0009908778467726572,0.014711406705225515,-0.04986147937647889,-0.008258263414174238,0.0007848960423725293,0.009292591647113213,0.0855118018325981,0.0673543915022549
三井住友フィナンシャルグループ - みずほフィナンシャルグループ,795.0,0.0005361818715183408,0.008149285905458856,-0.04252506201066164,-0.0038325126023421308,0.0002984768449663111,0.004699748891911604,0.12428571428571433,0.0657949515747356
フューチャー - 富士ソフト,795.0,0.001221685490382763,0.01860449435847883,-0.07075357481757782,-0.009505446073507617,-8.239171374757603e-05,0.011920875000011655,0.08729771384536344,0.06566614855759254
日東紡績 - 日本曹達,795.0,0.001536717866972825,0.023440698279745018,-0.1177959787548829,-0.01154628181874734,0.0002747023587399422,0.015353590377692516,0.09181377133504787,0.06555768299362885
日鉄鉱業 - ＪＣＵ,795.0,0.0012813138332741839,0.01956392741377221,-0.0768875879582065,-0.010868559042131909,0.0007406531656837245,0.012407743839681906,0.0852961562741209,0.06549369184288585
大阪ソーダ - 積水樹脂,795.0,0.0014279791439232399,0.021826697582573072,-0.06914921760727977,-0.010771132454544585,-0.0002671190496081888,0.011017378285656687,0.14065730203657356,0.06542350891705077
川崎重工業 - 新明和工業,795.0,0.0013555668446015928,0.020919976713213467,-0.13424538575639788,-0.010599965652677013,0.0015992157445989807,0.011558500234064573,0.13066863446615007,0.0647977224441837
神戸製鋼所 - ＪＦＥホールディングス,795.0,0.0007412496797636669,0.011477889545400298,-0.05317390441170122,-0.0056994360520494225,0.0007472994208125305,0.006619590758776439,0.06823411371237453,0.0645806597834633
スカパーＪＳＡＴホールディングス - ＫＡＤＯＫＡＷＡ,795.0,0.0014482304869532193,0.022444783316867768,-0.06698206555349417,-0.011299788295197954,0.0012406495165115938,0.013423377353117993,0.22419607017634058,0.06452414650244545
イビデン - メガチップス,795.0,0.0014952739655060407,0.023179643525107433,-0.09041234394232467,-0.01277558241316723,0.0021479868524321155,0.015441462269042805,0.09484545592672178,0.06450806561742024
イオン北海道 - イオン,795.0,0.0007905470992140847,0.012375634882623492,-0.06504079215851466,-0.007086596174424864,0.0006450084869538131,0.008586024027592787,0.05764244348963199,0.06387931663401643
大阪ソーダ - 松田産業,795.0,0.0014835211425688077,0.02324850741184033,-0.09794364569829361,-0.01231757958122559,0.00148768914134767,0.012686352632587272,0.14881622718052745,0.06381145749654703
りそなホールディングス - 三井住友トラストグループ,795.0,0.0007032737307686334,0.011046135667940342,-0.040151524428976404,-0.0056985937628403205,0.0002904322159431594,0.007034119684361295,0.05211743849905526,0.06366694669609879
ゼンショーホールディングス - 吉野家ホールディングス,795.0,0.0009654656206050039,0.015431939870034496,-0.12792880343443314,-0.006272006331866642,0.0009951421968589225,0.008946573614219577,0.07172651585232526,0.06256281638834857
クオールホールディングス - 壱番屋,795.0,0.0009267445804486458,0.014855869278490856,-0.06806511373644719,-0.008878210261399955,0.0005119260651913482,0.009140558248410036,0.07880367561436208,0.06238238658914679
三菱自動車工業 - マツダ,795.0,0.001029308966292507,0.016570979120751395,-0.11218440893684711,-0.008619246643013223,0.0008854037308296814,0.010421025242453585,0.06273250996183721,0.06211515679260804
栗田工業 - 富士通ゼネラル,795.0,0.001068038347094386,0.017241864140766283,-0.09798709704802522,-0.008662981144020698,0.001375343835958942,0.010973689643016427,0.06687070352597191,0.061944482242447314
アルフレッサ　ホールディングス - メディパルホールディングス,795.0,0.0006196697350476792,0.01001584647787151,-0.04671451535039184,-0.004982390253619073,0.00021012855979352096,0.005551311133844883,0.09373483989712461,0.061868933036937544
ウェザーニューズ - モスフードサービス,795.0,0.0009140064286395745,0.014788372404656903,-0.06703142512711491,-0.007729829215271822,0.0011829144803461311,0.010145048070097085,0.057044500419815236,0.061805748707799056
伊藤忠商事 - 岩谷産業,795.0,0.0008630968682564725,0.01411744352342602,-0.07529105267442815,-0.006928205151653877,0.001088570810102496,0.008165139850676961,0.0714228889646551,0.06113690958453477
三洋化成工業 - ａｒｔｉｅｎｃｅ,795.0,0.0007147424449301547,0.011746525921929528,-0.08151601854750279,-0.006054104881846212,0.00027821706788500045,0.0066029659995177625,0.07752956636005259,0.06084713469161173
大王製紙 - レンゴー,795.0,0.0009755183803525253,0.016086000488307963,-0.12240415058355192,-0.0069531967567928454,0.0011341151622945578,0.008772285743590902,0.1365029204715642,0.0606439357664807
アズワン - オカムラ,795.0,0.001053718976244378,0.01741573113588317,-0.12193211478375454,-0.00935892841724928,0.0010923672225793268,0.010622591029548545,0.05990433872017653,0.060503861022136916
カッパ・クリエイト - Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,795.0,0.0010343813652193136,0.01722834416193219,-0.05474442988204453,-0.008638011640227539,0.00048053275669401874,0.009971341042567694,0.10761514171287745,0.060039511371318334
松井証券 - 日本取引所グループ,795.0,0.000801470189207026,0.013374915368698602,-0.0713544198177658,-0.006342264988011936,0.0009178739756130483,0.008529587052598153,0.056619008723087116,0.059923383970167894
アルコニックス - ノリタケ,795.0,0.0007578208209286333,0.012704938355903056,-0.06859795787681111,-0.0060465085307576105,0.0007313350574469357,0.0067976314273429095,0.09915773077671941,0.059647736942897434
コメリ - アークランズ,795.0,0.0007113758188808014,0.012036802292989285,-0.10530519790176451,-0.005991402098802223,0.00028332646481299406,0.007487382071994342,0.05638922888616893,0.05910006674240509
Ｊ．フロント　リテイリング - 三越伊勢丹ホールディングス,795.0,0.0007118175248125056,0.012210706095425164,-0.04694972649127371,-0.0067612279653382346,0.0008186521431554628,0.008566061296963579,0.04347379306413912,0.05829454244903934
サッポロホールディングス - キリンホールディングス,795.0,0.0008371474122167893,0.01450422580320287,-0.13089357227919585,-0.007196403471026569,0.0002844962068434542,0.007962501420908152,0.06732122528118167,0.05771748341313935
ＴＢＳホールディングス - 日本テレビホールディングス,795.0,0.0006623191397193226,0.011489218293220114,-0.044098159840059825,-0.005530855669043322,1.2036938561443833e-05,0.006252649094608986,0.0800463393388724,0.05764701503758204
ミライト・ワン - エクシオグループ,795.0,0.0004878366610148775,0.00849722709813838,-0.03937229437229439,-0.00479479791207893,0.00016412832936352206,0.005278416781422657,0.05369503374197915,0.05741127727676661
双日 - 兼松,795.0,0.0006341012377726378,0.011120140337857545,-0.05160589696672169,-0.005980496304482663,0.000453010460423231,0.006535054589351108,0.06207400131861396,0.05702277296032818
丸一鋼管 - パラマウントベッドホールディングス,795.0,0.0007622219158742854,0.013368481474999158,-0.05065366246701686,-0.007192752310620332,0.0010497177894908116,0.008158373042088773,0.08227915522935425,0.05701634230482661
日鉄鉱業 - ダイワボウホールディングス,795.0,0.00105393592401981,0.01871680663190325,-0.08958708500914903,-0.009796364288571058,0.0016553654795532502,0.01119727824110911,0.1045175654171655,0.05630960156543749
キッセイ薬品工業 - ゼリア新薬工業,795.0,0.0007484209790950477,0.013447582389189089,-0.06433948173148374,-0.006919684632241574,0.0005297965915123104,0.008056651351907751,0.1282539682539683,0.055654686280020536
アコム - イー・ギャランティ,795.0,0.0009523365864181827,0.01712689888998843,-0.07099542692476357,-0.010065557342199272,0.0010967847711860212,0.011359552327762867,0.06182003327993668,0.05560472987756548
フジシールインターナショナル - キヤノンマーケティングジャパン,795.0,0.0008394824722521593,0.015167178945770837,-0.07617970393300777,-0.007876259055440982,0.0007468192516970618,0.00943072698141978,0.11082800458458919,0.055348623185212546
ニチコン - ＫＯＡ,795.0,0.0007887952985111264,0.014281839184580633,-0.06671728656019582,-0.0070234982937962265,0.000638590696394159,0.008587701022670757,0.07419204389574763,0.05523065260129439
日本製鉄 - 神戸製鋼所,795.0,0.0006233977387601294,0.011518253404221822,-0.050571456944030646,-0.006162554404998133,0.00015931730236085073,0.006585592221310943,0.08496841322928272,0.054122592799671645
日本テレビホールディングス - ＫＡＤＯＫＡＷＡ,795.0,0.001100588081527831,0.020706140865445387,-0.09095735855317733,-0.010079140651307883,0.0002606611651925217,0.011166259227809894,0.2242208113456463,0.053152738053883486
ユー・エス・エス - 光通信,795.0,0.0008528597907182005,0.0161763387428386,-0.05985505524533674,-0.009100129692542702,0.00047303191265946065,0.00948639868452339,0.09290779006857408,0.05272267132114605
東急建設 - 熊谷組,795.0,0.0005427729146873438,0.010304103525740706,-0.06385514629049105,-0.004976056727173939,0.0006914785438275617,0.005876786736291384,0.059503904897153514,0.05267541357008317
積水樹脂 - 三ツ星ベルト,795.0,0.0007865423745814187,0.015065344212452992,-0.07425927554686362,-0.007251181655334837,0.00043243370329504316,0.008220765053865542,0.15901272176131775,0.05220872244865563
ディスコ - 東京精密,795.0,0.0009566970520057313,0.018479119412788632,-0.07463385042031379,-0.009988408220661993,0.00112741678293804,0.010854132079050505,0.08723058380051374,0.05177178796429233
エンプラス - タチエス,795.0,0.0014463531757523819,0.028008315507147306,-0.1488829327289075,-0.013486182962202387,0.0006773393378549653,0.014812394810687579,0.13286713286713292,0.051640134351646175
いよぎんホールディングス - 八十二銀行,795.0,0.000614242312852233,0.012078163975726959,-0.049799836904144135,-0.006503423942538777,0.0009072417912375785,0.00762476957313768,0.08275395605691627,0.050855603060751056
テクマトリックス - コムチュア,795.0,0.0009941434615804935,0.019590793121525427,-0.0880889750432241,-0.009047008284740587,0.0006844498875073768,0.011275461090271943,0.10898346018735361,0.050745442280648465
パナソニック　ホールディングス - ソニーグループ,795.0,0.000764932405094728,0.01513538025178205,-0.06660372194854958,-0.008740956714044734,0.0010053626465698073,0.009099238389521314,0.12363839862247095,0.050539358269817126
メディパルホールディングス - 東邦ホールディングス,795.0,0.0006005733585550383,0.011891869239608764,-0.1223577498388847,-0.005713309502029251,0.0008837798123013663,0.007033657972225549,0.0747648173373,0.05050285589709333
ダイドーグループホールディングス - ロック・フィールド,795.0,0.000617384352307402,0.012226853051637955,-0.0404647032706823,-0.006135688389467153,0.0005524356215369508,0.007475047099851695,0.09530889341479964,0.05049413366628258
ノリタケ - 伯東,795.0,0.0007815605856359078,0.015616977473836037,-0.09792787789417245,-0.008689617583734988,0.000861006103463291,0.009645947066969807,0.07587807381621814,0.05004557296348146
三井Ｅ＆Ｓ - ＩＨＩ,795.0,0.0015424120827485317,0.03086534491785369,-0.15758888459801468,-0.011563106023371739,0.00041845130372897277,0.014371303093486776,0.2283778277882751,0.04997229374411889
マツキヨココカラ＆カンパニー - アインホールディングス,795.0,0.0009156510429326836,0.01849273838701324,-0.14532959856572902,-0.010073079682854036,0.001610259488410759,0.011730570813822339,0.0683546623499589,0.04951408621968671
フジクラ - ＮＴＮ,795.0,0.001184870102642609,0.023959940569449955,-0.10318466502182566,-0.012120134063525467,-0.0001053370786516794,0.01181316922579334,0.12285022277101909,0.04945213028422006
東洋紡 - 石原産業,795.0,0.0006752213738909543,0.013829619429396306,-0.09991116751269036,-0.006562670215874977,0.0005504245554107667,0.00848700635052485,0.07000000000000006,0.04882429175568638
酉島製作所 - キヤノンマーケティングジャパン,795.0,0.0008559005521933043,0.017545416995794812,-0.08045399758939342,-0.009404869118134429,0.0009949788039674834,0.011560184187242695,0.07660839160839172,0.04878200115725045
グローリー - 三愛オブリ,795.0,0.0007133066160078033,0.014812532186724193,-0.0633901658120104,-0.007980240988510023,0.0012955713793648682,0.009397158862426758,0.05528758702879011,0.0481556162724904
トヨタ自動車 - 本田技研工業,795.0,0.0005315867188040285,0.011132627733275668,-0.057987489253333746,-0.0051686010217720235,0.0008422542283901269,0.006585263675677022,0.08773365857311421,0.047750336357255896
アイダエンジニアリング - やまびこ,795.0,0.000726343062557488,0.015459016079095673,-0.08733207638634188,-0.00810928904704794,4.7619047619074095e-05,0.009358232458586746,0.08860357224246751,0.046985077112357714
平和不動産 - 東京都競馬,795.0,0.0007280056699253946,0.01555700438671854,-0.08812225789008965,-0.0086681438443032,0.00022316478543893403,0.010253786546378929,0.06348221376950614,0.04679600595516408
日立製作所 - 三菱電機,795.0,0.0006780822680670869,0.014525670145649374,-0.07553131198905816,-0.007507244017052717,0.00023482066834212834,0.008162571952493813,0.06863450614631317,0.04668165126069459
五洋建設 - ライト工業,795.0,0.0005802148496987139,0.012567609652227722,-0.10344827586206895,-0.006480158466452113,0.00015683611321981594,0.008408229025088032,0.0662733257733813,0.04616747860209563
りそなホールディングス - みずほフィナンシャルグループ,795.0,0.0004901488396427914,0.010681394295734087,-0.04564184079755562,-0.005884031624494468,0.0004311576186821764,0.006855511864357344,0.04488617623334923,0.045888095324647465
芝浦機械 - ＤＭＧ森精機,795.0,0.0008532753671075049,0.018620209039775914,-0.06728418640183342,-0.01033876610529555,0.0009493749483622249,0.01234645117608063,0.10185185185185186,0.04582523027989452
アコム - オリエントコーポレーション,795.0,0.0005352642656994317,0.012028341766318324,-0.04861910241657075,-0.0062354990110028985,-0.0001229357144850729,0.007065416211254394,0.06668815928610117,0.04450025415791516
七十七銀行 - 八十二銀行,795.0,0.00048290817184411196,0.010931392213366484,-0.039176603790730624,-0.006192310678405977,0.0005912566234281824,0.007659642452085724,0.03817326732673276,0.044176273471702034
高砂熱学工業 - 大氣社,795.0,0.0006498699515642802,0.014733285052007683,-0.0778570004634268,-0.00822048158155736,0.0002590911878335156,0.009106138640922745,0.05645516175429832,0.04410896478757285
ＳＭＣ - ダイフク,795.0,0.0006390209575770868,0.014588350524401373,-0.08106532468880645,-0.007076720773129097,0.0007157333239751207,0.008983071075999882,0.09734725716119441,0.04380350996558665
野村総合研究所 - アニコム　ホールディングス,795.0,0.0008467534614375444,0.019402222255797495,-0.07531962666934777,-0.010827797492997171,0.00041227299443602483,0.013199612486122614,0.06313746938110565,0.04364208647205501
共英製鋼 - 大和工業,795.0,0.0007292483440329991,0.01672309734390877,-0.09661525932712367,-0.007626086634043405,0.00030665542170948967,0.00790198039677098,0.1623342302029922,0.043607253431351994
商船三井 - 川崎汽船,795.0,0.0006976798263842128,0.016217032751544517,-0.10612288687602489,-0.008169379370598917,-0.00048595902715953265,0.0077497114249818755,0.1000622272571341,0.04302142303546655
理研計器 - 山善,795.0,0.0008275225815944855,0.01924517777076725,-0.06748466257668717,-0.010775558678618125,0.00023885104940368773,0.012543005746022129,0.07416447974085405,0.04299895752854324
群馬銀行 - 北洋銀行,795.0,0.000564331519521663,0.013170177299075077,-0.06144703389830519,-0.006598439776131504,0.0005923995142324001,0.007811562524968563,0.05939430268584833,0.04284919684120693
木曽路 - Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,795.0,0.0007439678717900428,0.01757374322570658,-0.06021377631469127,-0.009164998471062391,0.0004330879168470414,0.00949079656828239,0.10868622448979592,0.04233405838670608
ニップン - 日清オイリオグループ,795.0,0.0004173157035082791,0.0098784330040351,-0.05588160676532761,-0.005232992641739209,0.00014363456493993176,0.006007141331476007,0.05078377568560655,0.04224513172664286
古河電気工業 - ＮＴＮ,795.0,0.0008632412150700977,0.020447386313156037,-0.1235183293610258,-0.009221535127097225,0.0007732053545161932,0.01032322064014124,0.11665514051600034,0.04221768014011064
明治ホールディングス - ニチレイ,795.0,0.0004637521601579693,0.010998545335117677,-0.08222491796153819,-0.005538334086914842,0.0004417965071262797,0.006492581029059474,0.04760871461251748,0.042164863263984304
三菱食品 - 加藤産業,795.0,0.0005518458363312486,0.013173406066608408,-0.04428967125434158,-0.007427656599367727,0.000571174465141544,0.00826299110817319,0.06749763439269396,0.04189090001029062
クリエイト・レストランツ・ホールディングス - コロワイド,795.0,0.0005495711003186926,0.01321443657867473,-0.05896824438541404,-0.006789778692408377,5.512923126316238e-05,0.007414709838760192,0.09241034195162645,0.041588689540164175
高島屋 - エイチ・ツー・オー　リテイリング,795.0,0.00047216593449931715,0.01139923958374928,-0.057007655401597024,-0.006069332870667576,6.0914571373693605e-06,0.006668175090868977,0.10159232955071706,0.0414208273306612
日東紡績 - 明電舎,795.0,0.0009441817101502469,0.022854679519964283,-0.08706817575219838,-0.011690603949103595,0.00025405695648716975,0.013491077541202157,0.08705147110455735,0.041312402098024364
安川電機 - オムロン,795.0,0.0006172349218768492,0.014976649329427912,-0.06027213707963219,-0.008352690660265671,0.0008004095118432364,0.00949368138889406,0.06561829452493317,0.041213151773810464
コジマ - 岡三証券グループ,795.0,0.000769534567786757,0.018983316784453384,-0.07589575791330183,-0.01023072044942891,0.0009470725466258489,0.011863540795718386,0.06577608663468482,0.040537413799941246
三井物産 - 三菱商事,795.0,0.00038594084967730083,0.00953010512586573,-0.040521412471825835,-0.005175192782277349,0.00010348014361105662,0.005662161678593125,0.05243504729311865,0.040497019138835716
ヒューリック - イオンモール,795.0,0.00040519058405544684,0.010127440150645971,-0.05455500654124412,-0.005387635455285422,6.345768651705441e-05,0.005918460639398659,0.0420074965313012,0.040009180802673225
三井住友トラストグループ - 三井住友フィナンシャルグループ,795.0,0.0003608501594517264,0.009059997107164175,-0.02557972770977246,-0.005247294473357589,0.0006090822445414812,0.005194139024617073,0.1046115753636645,0.03982894863910992
ノーリツ - タカラスタンダード,795.0,0.000495565293101179,0.012500787350813228,-0.0691746319403227,-0.006401661798498048,0.0008669495780944114,0.007303311189238326,0.09429377659755689,0.03964272642946289
大林組 - 清水建設,795.0,0.0005556374020806795,0.014107861970983052,-0.06021773267744879,-0.005904495277260058,0.00048478551366426537,0.005831602480095677,0.17591133004926096,0.039384947430270476
亀田製菓 - わらべや日洋ホールディングス,795.0,0.0006311433831696887,0.016052156162459495,-0.08764995538156273,-0.008521966974383621,0.0002584696885548077,0.009103172090802913,0.09841536614645863,0.039318293242481483
ニコン - キヤノン,795.0,0.0005883630756307243,0.015075826190185425,-0.12323713390402169,-0.0076201253925467505,0.0002915436797681359,0.008699096626995584,0.06102388011179183,0.039026920860480395
ＴＯＹＯ　ＴＩＲＥ - 住友ゴム工業,795.0,0.0005027002506995426,0.013045857112076724,-0.05416251390273141,-0.006483904380120864,6.843942698653294e-05,0.006802431240001572,0.12370211624233673,0.0385333249000701
ＴＯＷＡ - アルバック,795.0,0.0009675532557671591,0.02520937690800409,-0.08839957184408354,-0.013848127778023411,-0.0007297895381139785,0.01339291141058635,0.13151845173698762,0.03838068903083267
くら寿司 - 学研ホールディングス,795.0,0.0006434573929022133,0.016966150212632324,-0.06827474863728633,-0.009221745351950084,0.00023599516209915627,0.010370864931310564,0.0969971570717838,0.03792595166481082
ダイワボウホールディングス - カナデビア,795.0,0.0006623904279572837,0.017539718243889092,-0.08066908371786419,-0.008798812116791122,0.0005368376159504695,0.01079178990371732,0.10241055148491507,0.03776516924312984
アイカ工業 - 栗田工業,795.0,0.0005615541075736123,0.015051275727002458,-0.06693392593133596,-0.007611918149812658,0.0007616083965087395,0.008781442781271631,0.08285896276928639,0.03730940272166875
サンケン電気 - トプコン,795.0,0.000956837973462486,0.02595923464052485,-0.21748459586806812,-0.01360993509223063,7.646327435684164e-05,0.01578964469157773,0.10929807325349938,0.03685925208167618
日本碍子 - トプコン,795.0,0.0006405833002964504,0.017454011451971264,-0.07087749046206016,-0.008577325688015447,-0.00015719857173879248,0.009396138352346317,0.21751685393258424,0.036701207745804626
コジマ - 丸三証券,795.0,0.0006389945480149827,0.017463675718680596,-0.06351040821843745,-0.009699705521280522,0.0004833129833130556,0.009849136658006186,0.06439527172559889,0.03658992289529639
ブリヂストン - トヨタ自動車,795.0,0.0004516446737247296,0.012374970570750638,-0.05204693816797934,-0.006603394337451107,9.460113954495863e-05,0.007412644593520035,0.06466024496275047,0.03649662608428602
栄研化学 - 栗田工業,795.0,0.0006155439160768514,0.01686592403883975,-0.08766421645292455,-0.009508977528098428,0.00047192703539455927,0.00966042322455607,0.06391914219239969,0.03649630548906446
相鉄ホールディングス - 南海電気鉄道,795.0,0.0003639737121374731,0.010043393920007021,-0.05169254295337211,-0.0051461095363584675,0.0003334444042013551,0.0061438178459393145,0.05764830506433849,0.036240111165252255
日本精工 - ジェイテクト,795.0,0.0004376400125066293,0.012111815266704027,-0.07507542227134356,-0.006113050875893866,0.0003573338167849327,0.006689906439661275,0.05326281800841115,0.036133313039352834
コクヨ - オカムラ,795.0,0.00046189133532689676,0.01278516411242154,-0.059088431729374724,-0.006478945222808341,0.0005663834749290997,0.006814814261917546,0.11842224651124478,0.036127133861202615
